598 513
(367,213) 2 2 1 2 2 2 1 2 2 1
(368,226) 1 1 0 1 1 1 0 1 0
(379,70) 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4
(383,251) 0 0 0 0
(394,457) 3 3 3 4 3 3 3 3 3 3 4 3 3 4 4 3 3 4 4 3 3 4 3 4 4 3 4 4 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 5 4 4 5 4 4 4 5 4 5 4 5 4 5 4 5 4 5 4 5 5 5 5 5 5 5 5 5 6 5 6 6 7 0 0 0
(396,458) 7 7 7 6 7 7 6 7 7 6 6 7 7 6 7 6 7 6 6 6 7 6 6 6 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 5 6 6 6 6 6 5 6 6 5 4
(412,274) 0 0 0 0
(425,156) 2 1 2 1 2 2 2 1 2 2
(428,118) 2 2
(431,377) 0
(436,377) 0 0
(437,58) 7 0 7
(441,163) 4
(444,281) 7 7 0 7 0 7 7 0 7 0 7 7 7 7 0 7
(447,154) 0
(451,174) 0 0
(457,58) 4
(463,105) 4
(482,161) 7 7 6 7 6 7 6 7
(484,287) 7 7 7 7 7 7 7 7 7 0 7 7 7 7 0
(486,28) 7 0 7 0 0 0 0 0 0
(486,128) 6 5 6 6 6 6 6 6 6 6 6
(534,99) 7 7 7 0 7 7 7 0 7 7
(535,109) 7 6 6 6 6 6 5
(548,259) 0 1 0 1 0 0 1 1 0
(549,153) 6 5 5 6 6 5 6
(559,226) 4 4 5 4 4 5 4 4
(566,224) 4 5 5 5 5 6 5 6 6 6 6 6 6
(567,90) 5 6 5 5
(569,110) 5 5 6 5 6 6 6 6 6
(6,163) 6 7 6 7
(6,163) 0 0 7 0 7 0 7 7 7 0 7 7 7 7 7 7 6 7 7 6 7 6 7 6 7 6 6 7
(10,165) 1 7 7 7 7 6 7 7 6 7 6 7 6 6 7 6 7 6 6 7 6 6 6 6 6 6 6 6 7
(10,165) 6 7 6 7 6 6 7 6 6 7 6 6 7 6 6 6 6 7 6 6 6 6 6 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 6 6 6 6 6 6 6 6 6 6 7 6 6 6 6 6 7 6 6 6 6 7 6 6 7 6 7 6 7 6 7 6 7 7 6 7 6 7 7 6 7 7 6 7 7 6 7 6 6
(29,185) 5 5 5 5 5 6 5 5
(29,185) 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 7 0 0 7 0 7 0 0 7 7 0 7 0 7 7 7 7 0 7 7 7 7 6 7 7 7 7 7 6 7 6 7 6 7 7 6 6 7 6 7 6 6 6 6
(42,205) 7 0 7 7 6 6 7 6 6 7 6 7 7 6 6 7 7 6 7 7 7 7 7 0 7 0 0
(42,205) 1 0 0 0 0 0 0 0 7 0 0 0 7 0 7 0 7 0 7 0 7 7 0 7 7 7 7 7 6
(42,205) 4 4 4 4 5 4 4 4 4 5 4 5 5 5 5 6 5 5 6 6 5 6 6 5 6 6 7 6 6 6 6 6 6 6 7 6 6 6 7 6 7 6 6 7 6 7 6 6 7 6 7 6 7 6 7 6 7 6 7 6 6 7 6 7 6 6 7 6 7 6 6 7 6 7 6 6 6 6
(44,344) 6 6 6 6 6 6 6 6 6 7 6 6 6 7 6 6 6 7 6 6 7 6 7 6 6 7 6 7 6 7 6 7 6 7 7 6 7 7 7 6 7 7 6 7 7 7 7 7 7 7 7 7 7 7 0 7 7 7 0 7 7 0 7 0 7 0 0 7 0 7 0 0 0 7 0 0 7
(44,344) 0 0 0 7 0 7 0 7 0 7 7 0 7 7 0 7 7 7 0 7 7 7 7 7 7 7 7 7 7 7 7 7 6 7 7 7 0
(54,233) 6 5 5 5 6 5 6 5 5 5 5 4
(54,233) 0 7 7 6 7 7 6 7 6 6 7 6 6 6 6
(62,249) 7 7 6 6 7 7 6 7 6 7 7 7 7 7 7 7 7 0 7 7 7 7 0 7 7 7 7 5 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 3
(62,249) 5 6 6 6 5 6 5 5 5 5 5 4 4
(65,224) 6 7 0 7 0 0 0 0 0 7 0 0 1 0 0 0 0
(68,240) 6 6 6 6 6
(71,380) 6 7 6
(71,380) 2 2 2 3 2 2 2 3 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 1 2 1 2 2 2 1 2 1 2 1 2 2 1 1 0 0 7 7 7 7 7 7 7 7 7 7 7 7 6 7 7 7 7 6 7 7 6 7 7 6 7 7 6 7 7 6 7 6 7 6 7 6 7 6 7 6 6 7 6 7 6 6 7 6 6 7 6 6 6 7 6 6 6 7 6 6 6 7 6 6 6 6 6 6 6 6 6
(74,381) 7 6 6 7 6 6
(77,425) 6 6 6 6 6 6 6 5 6 6 6 6 5 6 6 5 6 6 5 6 5 6 6 6
(77,425) 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 6 5 6 5 6 5 6 5 5 6 5 5 6 5 6 5 5 6 5 6 5 5 6 5 5 5 6 5 5 5 6 5 5 5 5 5 5 5 5 5 5 5 4 5 5 5 5 5 4 5 5 5 4 5 5 4 5 5 4 5 4 5 4
(80,383) 7 6 6 7 6 7 6 7 6 7 6 7 7 6 7 7 6 7 7 6 7 7 7 7 7 7 7 6
(91,239) 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 4 5 5 6 6 6 6 6 6 6 6 7 6 7 6 7 6 6 7 6 7 6 7 6 7 6 7 6 7
(92,149) 7
(92,149) 5 6
(92,149) 1 1 0 0 1 0 0 0 0 0 0 0 7 0 0 0 0 0 7 0 0 0 7 0 7 0 7 0 7 0 7 0 7 0 7 0 7 0 7 7 0
(93,150) 5 4
(93,150) 0 0 0 0 0 0 0 7 0 7 0 7 7 0 7 7 7 7 7 0 7 7 7 6 7 7 7 7 6 7 7 7 6 7 7 7 7 6 7 7 7 6 7 7 7 6 7 7 7 7 6 7 7 6
(101,190) 7 7 7 0 7 7 7 0 7 7 7 0 7 0
(101,420) 5 5 6 5 5 6
(101,445) 5 4 5 4 5 4 5 4 4 5 4 4 5 4 5 4 4 4 5 4 5 6
(107,409) 4 4 4 4 4 5 4 4
(107,409) 0 0
(107,411) 6 6 7 7 0 7 7 7 7 7 7 7 6 7 7 7 6 7 7 6 7 6 7 6 7 6 7 6 6 7 6 6 6 7 6 6 6 6 6 7 6 5 6 6 6 6 6 6 6 6 6
(107,411) 0 0 0 0 0
(107,416) 7 7 0 0 7 0 7 0
(108,400) 6 5 4 5 5 4 5 5 5 5 4 5 5 5 5 5 5 5 5 5 5 6 5 5 6 5 6 5 5 6 6 5 6 5 6 6 6 6 5 6 6 6 6 6 6 6 6 6 6 6 6
(108,400) 4 4 4 4 5 4
(108,400) 0
(109,394) 5 4 5 4 5 4 4 5 5 4 5 4 5 4 5 4 5 5 4 5 4 5 5 4 5 5 5 5 5 5 5 4 5 5 5 5 5 5 5 6 5 5 6 5 5 6 5 5 6 5 6 5 6 5 6 6 5 6 5 6 6 5 6 6 6 6 5 6 6 6 6 6 6 5 6 6 6 6 6 6 6 6 6 7 6 6 6 6 6 7 6 6 7 6 7 6 7 6 7 7 6 7 7 6 7 7 7 7 0 7 7 7 7 7 0 7 7 0 7 0 7 0 7 0 7 0 7
(111,204) 6 7 7 7 7 7 7 7 7 7 7 7 7 7 6 7 7 7 7 6 7 7 7 7 6 7 7 7 6 7 6 7 7
(111,424) 0 7 0 7 7 0 7 0 7 7 0 7 7 0 7 7 7 0 7 7 7 0 7 7 7 7 7 7 7 6 7 7 7 7 7 7 6 7 7 7 6 7 6 7 6 7 7 6 7 6 7 6 6 7 6 6 7 6 6 7 6 6 6 6 6 7 6 6 6 6 6 6 6 6 6 6 6 6 5 6 6 6 6 6 5 6 6 6 5 6 5 6 5 6 5 6 5 6 5 5 5 5 6 5 5 5 5 5 4 5 5 4 5 5 4 5 4 5 4 4 5 4 4 5 6
(117,221) 6 6 7 6 7 7 7
(117,221) 0 7 7 6 7 7 6
(123,226) 7 7 7 7 7 6 7 7 6 7 7 6 7 6 7 6 7 6 7 6 6 7 6 6 6 6 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
(123,226) 5
(124,225) 6 6 7 6 7 6 6 7 6 7 6 7 6 6 7 6 7 6 6 5
(136,196) 6 6 7 6 6 6 6 6 6 6 6 7 6 6 6 6 6 6 6 6 6 6 6 6 6 5 6 6 6 6 6 6 6 5 6 6 6 6 5 6 6 5 6 6 5 6 6 5 6 5 6 5
(136,196) 0 7 0 7 7 7 7 7 0 7 7 7 0 7 7
(147,211) 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
(147,211) 0 7 7 0 7 7 7 7 0 7 7 7 7 7 0 7 7 7 7 7 7 7 7 7 7 7 7 7 0
(155,147) 6 6 6 6 6 6 6 7 6 6 6 6 7 6 6 6 7 6 6 6 7 6 6 7 6 6 7 6 7 6 6 7 6 7 7 7 7
(155,147) 0 7 0 7 0 7 0 7 7 0 7 7 0 7 7 0 7 7 7 7 7 7 7 7 6 7 7 7 6 7 7 6 7 0
(156,372) 6 7 6 6 7 6 7 6 7 6 7 7 7 7 7 0 7 7 7 0 7 0 7 7 0 7 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 1 2 1 1 2 1 2 1 2 2 1 0
(156,372) 4 4 5 6 5 5 5 6 5 6 5 6 5 6 5 6 5 6 6 5 6 6 6 6 6 6 5 6 6 6 6 7 6 6 6 6 6 6 6 7 6 6 7 6 7 7 6 7 6 7 7 6 7 7 7 7 7 0 7 7 0 7 7 0 0
(157,432) 7 7 6 7 6 7 6 6 7 6 7 6 6 7 6 6 7 6 6 6 7 6 6 6 6 7 6 6 6 6 6 6 6 6 5 6 6 6 6 6 5 6 6 5 6 6 5 6 5 6 5 5 5 5 5 5 5 5 5 5 4 5 5
(166,209) 6 6 6 6 7 6 6 6
(166,209) 0 0
(166,211) 7 0 0 0 0 0 0 0 0 0 7 0 0 7 0 0 0 7 0 0 7 0 7 7 7 6
(168,241) 6 5 6
(168,241) 0 0
(168,243) 6 6 6 7 6 6 6 7 6 6 6 6 6 7 6 6 6 6 7
(168,243) 0 7 0 0 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7 7 6
(174,210) 6 5 6 6 5 6 6 5 6 5 6 6 5 6 5 6 5 5 6 5 6 5 5 5 6 5 5 5 5 5 5 5 4 5 5 5 5 5 5 4 5 6
(174,210) 0 7 6 7 6 7 6 7 6 7 6 6 6 7 6 7 6 6 7 6 6 6 7 6 6 7 6 6 6 7 6 7 1 2 2 1 2 2 2 2 2 2 2 2 2 2
(175,224) 6 6 7 7 7 7 6 7 7 6 7 7 6 7 6 7 6 6 7 6 7 6 6 7 6 6 6 6 6 6 6 5 3 3 2 2 3 3 2 3 3 2 3 3 2 3 2 3 4
(175,224) 0 0 0 0 0 0 0 0 0 0 0 0
(176,187) 7 6 6 6 7 6 6 6 6 6 6 7
(176,187) 2 3 2 2 3 2 3 3 2 3 3 5 6 6 5 6 6 6 6 5 6 6 6 6 6 6 6
(176,263) 4 4 4 4 4 4 4 5 7 7 7 7 7 7 7 7 7 6 7 7 7 6 7 6 7 6 7 6 6 6 5 3 3 3 3 3 3 3 3 3 5 6 6 6 6 6 6 6 6 6 5
(181,110) 6 6 6 7 6 6 6 6 6 6 6 7 6 6 6 6 6 6 6 6 6 6 6 7 6 6 6 7 7 7 6 6
(181,110) 0 0 7 7 0 7 7 0 7 7 7 7 7 7 7 7 7 7 7 7 7 6 7 7 6 7 7 0
(183,376) 5 6 6 6
(183,376) 2 2 1 0 7 6 6
(183,376) 0 0 0
(183,379) 6 7 6 6 6
(186,420) 6 5 6 6
(186,420) 2 2 1 0 7 7 6 6
(186,420) 0 0 7 0
(187,247) 6 6 6 6 6 6 6 7 6 6 6 6 6 6 5 6 6 6 6 6 6 6 5 6 6 5 6 6 6 5 6 6 6 5 6 5 6 5 5 6 5 6 5 6 5 5 5 5 5 5 4
(187,247) 0 7 6 7 6 7 7 6 7 7 6 7 7 6 7 7
(187,375) 7 7 1 0 0
(187,375) 5 6 6 6 7 6 6 7
(187,424) 6 6 6
(188,190) 5 6 5 6 5 5 6 5 5 5 5 5 6 5 5 5 5 5 5 5 4 5
(188,380) 7 6 6 6 6 6 6 6
(190,150) 6 6 6 7 6 7 7 7 7 6 7 7 0 7 7 7 0 7 0 7 0 0 7 0 0 0 7
(190,150) 0 7 0 7 0 0 7 0
(190,419) 5 6 6 6 6 6 7
(190,419) 0 7 0 1 0
(190,424) 7 6 6 6 6 6 5
(192,159) 7 6
(192,159) 5
(193,158) 7 0
(195,376) 6 6 6 6 7
(195,376) 0 0 0 7 0
(196,139) 5 6 6 5 6 6 6 5
(196,139) 0 7 6 7 6 7 6 6 7 6 6 6 6 7 5 6 6 6 6 6 6 5 6 5 6 5 6 7
(196,381) 6 5 6 5 4 4
(197,419) 6 6 6 6 6 7 7 1 1 2 1 2 2 2
(197,419) 0 0 0 0 0
(199,72) 6 6 6 6 7 6 7 6 6 7 5 4 4 4 4 3 4 4 3 4 4 3 4 4 4 3 4 4 4 3 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 5
(199,72) 0 0 0 7 0 7 0 0 7 0 7 0 7 7 0 0 7 7 0 7 7 7 0 7 7 7 6 7 7 6 7 6 6 7 6 5 6 6 7 0 0 0 7 0 0 0 0 0 0 0 0
(203,8) 6 7 0 7 7 0 7 7 0 7 7 7 0 7 7 0 7 7 7 0 7 7 0 7 7 7 0 7 7 0 7 7 0 7 0 7 7 0 7
(207,102) 6 6 7 6 6 7 6 7 6 7 7 7 6 7 7 7 7 0 7 6 6
(207,102) 0 0 0 7 0 0 7 0 7 7 0 7 7 0
(209,172) 5 4 5 5 5 4 5 4 5 4 5 5 4 5 4 5 4 5 4 4 5 4 5 4 4 5 4 4 4 4
(214,182) 6 6 5 6 6 6 5 6 6 6 6 6 6 7 6 6 7 6 6 7 7 6 7 7 7 0 7 0 7 0 7 0 0 0 7 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0
(214,182) 4 4 5 5 4 5 4 5 4 5 4 5 4 5 4 5 4 4 5 4 4 5 4 4 5 4 4 4 5 4 4 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 3 4 4 4 4 3 4 4 4 4 3 4 4 4 4
(215,380) 6 5 4 4 4 4 4 4
(215,380) 0 7 0 7 0 7 0 0 7 0 0 7 0 0 7 0 0 0 0 0 0 0 0 0 0 7 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
(217,373) 5 4 5 5 5 6 6 6
(219,424) 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
(220,440) 0 7 7 0 7 6 6
(223,142) 5 4 4 5 4 4 4 4 5 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4
(224,368) 6 7 7 0 7 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 7 5 6 6 6 7 6 6 7 6 7 7 0 7 0 7 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 2 2 2 1 0 0 7 0 7 0 0 0 7 0 0 0 0 7 0 0 0 0 1 0 0 0 0 1 0 1 1 1 1 2
(224,368) 4 4 4 4 4 5 4 4 4 4 4 5 4 5 5 5 6 6 5 6 6 6 6 7 6 7 6 7 7 7 7 0 7 0 0 7 6 5 6 6 6 6 6 6 6 6 6 7 6 7 7 7 7 0 7 0 7 0 0 0 0 0 0 0 0 0 0
(225,83) 6 6 7 7 7 7 7
(225,445) 0 0 0 0 0 1 0 0 0 0 0 0 0 0 7 7 6 7 6 6 6 6 6 6 6 6 5 6 5 6 5 6 5 5 5 5 4 5 5 4 5 4 4 5 4 5
(230,46) 5 4 4 4 4 5 4 4 5 4 5 4 5 4 5 5 4 5 5 6
(232,88) 6 6 6 6 6 5 6 5 6 5 5 5 4 5 5 4 5 4 4 4 5 4 4 4 4 4 5 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 3 4 4 4 3 4 4 4 3 4 3 4 4 4 3 4 4 4 3 4 4 4 3 4 4 4
(232,88) 0 7 0 7 0 7 0 7 0 0 7 0 7 0 7 0 7 0 7 0 7 0 7 0 0 7 0 7 0 7 0 7 0 7 0 0 0 7 0 7 0 0 7 0 0 7 0 0 0 7 0 7 0 0 0 0 7 0 0 0 0 7 0 0 7 0 0 0 0 0 7 0 0 0 0 0 0 7 0 0 0 0 0
(233,231) 6 6 6 6
(237,231) 6 5 6 5 4 5 5 5 5 4 5 4 5 5 4 5 4 5 4 5 4 5 4 4 5 4 4 5 4 5 5
(251,445) 6 6 6 6 6 6 6 5 6 5 6 5 5 5 6 5 4 5 5 5 4 4 5 4 4 4 4 4 4 4 4 4 3 4 4 4 4
(256,202) 6 6 6 6 6 5 6 6 6 6 6 5 6 6 6 6 6 6 6 6 7 6 6 6 6 7 6 6 7 6 7 6 7 7 6 6
(256,202) 4 4 4 5 4 4 5 4 4 4 5 4 4
(259,171) 6 5 5 5 6 5 5 5 6 5 6 5 5 6 5 6 5 6 5 6 6 6 5 6 6 7 6
(259,182) 5 5 6 5 6 6 5 6 5 6 5 6 6 5 6 5 6 6 5 6 5 6 6 5 6 6 5 6 6 6 6 6 6 6 6 6 6 6 6 6 7 6
(259,182) 0 0 0 0 0 0 0
(259,189) 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 0 0
(265,380) 7 6 7 6 7 6 7 7 7 0 7 7 0 7 0 0 7 0 0 0 0 7 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 1 1 1
(279,192) 7 6 7 7 7 7 6 7 7 7 0 7 7 0 7 0
(286,159) 0 6 7 6 6 6 7 6 7 6 7 7 6 7 7 7 0 0 0
(340,177) 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 4 3 4 3 3 4 3 4 3 4 3 3 4 4 3 4 3 4 4 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 5 5 5 6 6 6 6 6 6 6 6 7 6 7 6 7 6 7 6 6 7 7 6 7 7 6 7 7 6 7 6 7 0 7 7 7 6
(340,177) 2 2 3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 1 2 1 0 0 0 0 7 7 7 7 7 7 7 6 7 6 7 7 6 7 6 7 6 7 6 6 7 6 7 6 7 6 6 7 6 6 7 6 6 6 6 6 7 0
(346,133) 4 4 3 3 4 3 4 3 4 4 3 4 3 4 4 3 4 4 3 4 4 3 4 4 3 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 5 4 5 6 6 6 6 7 6 7 7 7 6 7 7 7 7 0 7 7 0 7 6
(354,80) 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 5 4 4 4 4 5 4 4 4 5 4 5 4 5 4 5 5 5 5 6 6 7 6 7 7 7 0 7 7 0 0 0 0 7 0 0 7 0 7 6
(357,216) 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 7 6 6 5 6 5 6 5 5 5 6 5 6
(362,235) 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 7 0 0 7 0 0 0 7 7 7 7 7 6 6 5 5 6 5 4 5 5 4 5 4 5 4 4 5 4 5 4 4 4 4 5 4 4 5 6
(377,48) 4 5 5 4 5 4 5 5 4 5 5 4 5 5 5 5 5 5 5 6 5 5 6 5 6 5 6 6 5 6 6 6 6 6 7 6 6 6 7 6 7 7 7 7 7 7 0 7 7
(383,255) 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 7 0 0 0 0 7 0 0 7 0 0 7 0 7 0 0 7 0 7 0 7 0 7 7 0 7 0 7 7 7 7 7 7 6 7 6 6 5 6 5 4 5 4 5 4 5 4 4 4 5 4 4 4 4 5 4 4 4 4 4 4 3 4 4 4 4
(398,375) 2 1 1 1 0 0 1 0 0 0 0 0 0 1 0 7 0 0 0 0 7 0 0 0 0 7 0 0 7 0 7 0 0 7 0 7 7 0 7 7 7 7 7 6 7 7 6 7 6 7 6 7 6 6 7 6 6 7 6 6 6 6 6 6
(398,375) 0 0 0 0 0 0 0 0 7 0 0 0 7 7 0 0 7 7 7 7 7 7 7 7 7 6 7 7 7 7 6 6 6 6 6 6
(412,278) 6 7 0 0 7 0 7 0 7 0 7 0 7 7 0 7 0 7 0 7 7 0 7 7 0 7 0 7 7 7 7 0 7 7 7 7 7 7 7 7 7 7 6 7 7 6 7 7 6 7 6 5 6 5 5 5 5 4 5 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 4 4
(415,159) 3 2 2 2 2 2 2 2 2 2 2 3 2 2 3 2 3 2 3 3 2 2 3 3 3 3 2 3 3 2 3 3 2 3 2 3 3 3 2 2 3 2 2 3 5 5 5 5 5 5 6 5 4 5 5 6 5 5 5 5 5 6 5 5 6 5 5 6 6 5 6 5 6 6 5 6 6 6 5 6 6 6 6 6 6 6 6 6 5 6 6 7 6 6 7 6 6 7 6 6
(415,159) 1 2 1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 7 0 0 0 0 0 0 7 0 0 0 0 0 7 6 5 6 6 6 5 6 6 5 6 6 5 6 6 5 6 6 5 6 5 6 5 6 6
(420,35) 5 6 6 6 6 5 6 6 6 5 6 6 5 6 6 5 6 6 5 6 5 6 5 5 5 5 6 5 4 5 5 5 4 4 5 4 4 4 5 4 4 5 6
(420,35) 0 7 0 0 7 0 7 0 0 7 0 0 7 0 0 0 7 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
(421,404) 4 5 4 5 4 4 5 4 5 4 4 5 4 4 5 4 4 4 5 4 4 4 5 4 5 5
(421,404) 0 1 0 0 7 0 7 0 7 0 7 0 7 7 0 7 7 0 7 0
(426,118) 4 3 3 2 3 3 4 4 3 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 5 4 4 4 4 5 4 4 4 4 5 4 4 4 5 4 4 4 5 4 4 4 5 6 6 6
(426,424) 6 6 6
(426,424) 0 1 1 2 1 2 1 1 1 1 1 1 0 1 0 0 1 0 0 0 7 0 0 7 0 7 7 7 6 7 7 6 7 6 7 6 6 6 7 6 6 6 6 6 6 6 6 6 6 5 6 6 5 6 5 6 5 6 5 5 5 5 5 5 4 5 4 4 4 4 4 4 4 4 3 3 4 3 3 3 2 3 3 2 3 3 2 2 2 3 4
(427,71) 6 7 6 6 7 6 6 7 6 6 6 7 6 7 6 6 7 7 6 7 6 7 6 7 7 7 7 7 7 7 7 7 0 7 7 0 7 0 0 0 0 0 7 0 0 0 0
(429,424) 6 6 6 7 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
(431,378) 6 7
(433,198) 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 7 0 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7 0 0 7 0 7 0 7 7 0 7 0 7 7 0 7 7 7 7 0 7 7 7 7 6 7 7 7 7 7 6 7 7 6 7 7 6 7 7 6 7 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 7 6 5 4 4 4 4 5 4 4 4 5 4 4 4 4 5 4 4 5 4 4 4 5 4 4 4 4 4 4 4 5 4 5 5 4 4 4 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 5 6
(433,198) 4 5 6 6 5 5 6 5 5 5 5 5 5 5 5 4 5 4 5 4 5 4 4 4 5
(433,379) 6 6 6
(436,379) 0
(436,380) 6 7 0 7 0 0 7 0 0 7 0 7 0 0 0 7 0 0 7 6
(436,380) 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 7 6
(439,61) 6 5 6 5 5 6 6 6 5 5 6 6 6 6 6 6 6 7
(439,61) 0 0 0 7 6 7 6 6 6 6 6 6 6 6 6 6 6 5 6 6 6 6 5 6 6 5 5 6 5 4 5 3 2 2 3 2 2 2 2 2
(440,423) 6 6
(441,162) 6 6 5 5 4 5 5 4 4
(441,162) 4 5 4 5 4 5 5 6 6
